new_id,max_date,defaut,Nbre_rejection_3M,Temps_écoulé,Mont_tot_sur_3M,SOLDE,Somme_Reject
2562-1,2022-06-09 22:00:00,0,0,999,3649.3399999999997,-12652.22,0.0
2566-2,2024-03-01 23:00:00,0,0,999,1234.06,17518.31,0.0
2566-1,2022-11-13 23:00:00,0,0,999,915.6099999999999,13726.54,0.0
2567-2,2024-03-01 23:00:00,0,0,999,1402.0300000000002,-5881.250000000004,0.0
2567-1,2022-12-05 23:00:00,0,0,999,1581.1700000000003,-12981.04,0.0
2575-1,2022-06-12 22:00:00,1,15,2,1666.7100000000005,-2116.349999999998,2287.81
2578-1,2022-06-12 22:00:00,1,15,2,1666.7099999999996,-2116.35,2287.8099999999995
2589-1,2024-03-03 23:00:00,0,0,999,5986.560000000001,-36404.57000000001,0.0
2595-1,2024-02-14 23:00:00,0,0,999,7706.02,-14225.54,0.0
2600-1,2024-02-28 23:00:00,0,0,999,935.9999999999997,-11271.15,0.0
2604-1,2024-02-27 23:00:00,0,0,999,1125.9099999999999,-9261.85,0.0
2613-3,2023-08-22 22:00:00,0,0,999,1450.0200000000002,-2249.969999999998,0.0
2613-2,2022-05-24 22:00:00,0,0,999,1380.5499999999995,-6970.2699999999995,0.0
2613-1,2021-03-02 23:00:00,0,0,999,1448.400000000003,-7327.450000000002,0.0
2616-3,2023-09-27 22:00:00,0,0,999,6140.92,-9722.949999999995,0.0
2616-2,2022-07-03 22:00:00,0,0,999,3913.4800000000005,-37054.19000000001,0.0
2616-1,2021-04-08 22:00:00,0,0,999,1438.880000000002,-47911.470000000016,0.0
2617-3,2022-06-16 22:00:00,0,0,999,1148.1999999999998,-2709.71,0.0
2617-2,2021-03-14 23:00:00,0,0,999,1242.96,-8447.72,0.0
2617-1,2019-12-25 23:00:00,0,0,999,398.76000000000016,-13751.560000000001,0.0
2618-4,2022-05-13 22:00:00,0,0,999,88.78999999999996,-695.1400000000003,0.0
2618-3,2021-02-14 23:00:00,0,0,999,323.76999999999947,-1854.08,0.0
2618-2,2019-11-22 23:00:00,0,0,999,-1030.9599999999998,-2483.959999999998,0.0
2618-1,2018-08-29 22:00:00,0,1,55,1730.2799999999995,-6636.980000000001,100.0
2620-1,2022-06-21 22:00:00,0,0,999,5675.669999999998,235660.31000000003,0.0
2621-2,2024-02-14 23:00:00,0,0,999,1550.9799999999996,3806.24,0.0
2621-1,2022-11-18 23:00:00,0,0,999,-2665.34,1145.180000000004,0.0
2622-2,2024-02-22 23:00:00,0,0,999,1067.7899999999995,-2788.9100000000026,0.0
2622-1,2022-11-28 23:00:00,0,0,999,1179.8700000000003,-9600.280000000002,0.0
2626-1,2024-03-03 23:00:00,0,0,999,1988.64,-5002.559999999998,0.0
2627-1,2022-06-19 22:00:00,0,0,999,471.69999999999993,-9694.920000000002,0.0
