new_id,max_date,defaut,Nbre_rejection_3M,Somme_Reject,Temps_écoulé,Mont_tot_sur_3M,SOLDE
25645-1,2015-01-15 23:00:00,0,0,0.0,999,0.0,2124.85
25647-2,2023-01-10 23:00:00,0,0,0.0,999,1234.56,-1802.8999999999965
25647-1,2021-10-14 22:00:00,0,0,0.0,999,1823.2199999999993,-2444.0600000000004
25649-1,2022-12-22 23:00:00,0,0,0.0,999,-788.3099999999995,-12591.460000000003
25661-9,2022-11-15 23:00:00,0,0,0.0,999,5408.69,-9435.619999999995
25661-8,2021-08-19 22:00:00,0,0,0.0,999,10570.48,-14588.549999999996
25661-7,2020-05-27 22:00:00,0,0,0.0,999,-672.5099999999989,-32357.789999999994
25661-6,2019-02-28 23:00:00,0,0,0.0,999,-51.38000000000011,-39545.19000000002
25661-5,2017-12-06 23:00:00,0,0,0.0,999,402.93999999999994,-41266.72999999999
25661-4,2016-09-12 22:00:00,0,0,0.0,999,901.3700000000001,-44369.52999999997
25661-3,2015-06-18 22:00:00,0,0,0.0,999,1071.45,-49350.40999999999
25661-2,2014-03-25 23:00:00,0,0,0.0,999,994.7800000000001,-53128.5
25661-1,2012-12-20 23:00:00,0,0,0.0,999,137.02000000000004,-56814.76999999999
25663-1,2022-11-07 23:00:00,0,0,0.0,999,-350.0,270.0000000000002
25665-1,2023-11-09 23:00:00,0,0,0.0,999,-3272.9599999999973,-26922.21
25670-1,2022-12-04 23:00:00,0,0,0.0,999,0.0,624.6200000000003
25671-1,2022-12-04 23:00:00,0,0,0.0,999,0.0,409.87
25672-1,2022-12-22 23:00:00,0,0,0.0,999,-15365.550000000003,-17337.460000000006
25675-1,2024-02-08 23:00:00,0,0,0.0,999,-79.53999999999996,4.250000000000739
