new_id,max_date,defaut,Mont_positive_tot_sur_3M,Mont_negatif_tot_sur_3M,Nbre_rejection_3M,Somme_Reject,Temps_écoulé,SOLDE
22824-1,2014-04-10 22:00:00,0,10190.0,-7275.929999999999,0,0.0,999,-139625.99000000002
22855-10,2024-02-29 23:00:00,0,3969.9599999999996,-3899.41,0,0.0,999,428.2900000000043
22855-9,2022-12-05 23:00:00,0,4928.0,-5870.07,0,0.0,999,368.82999999999856
22855-8,2021-09-09 22:00:00,0,4501.0,-4519.15,0,0.0,999,831.4799999999973
22855-7,2020-06-15 22:00:00,0,1740.0,-1762.5300000000002,0,0.0,999,763.9599999999941
22855-6,2019-03-11 23:00:00,0,2955.8,-6065.39,0,0.0,999,1114.81
22855-5,2017-12-11 23:00:00,0,12510.0,-5013.97,0,0.0,999,9023.789999999999
22855-4,2016-10-02 22:00:00,0,1240.0,-1190.1699999999998,0,0.0,999,397.0699999999956
22855-3,2015-07-06 22:00:00,0,3410.0,-3405.28,0,0.0,999,597.2099999999964
22855-2,2014-03-31 22:00:00,0,2038.32,-2011.3500000000001,0,0.0,999,217.110000000001
22855-1,2013-01-01 23:00:00,0,2642.0,-1655.51,0,0.0,999,1608.5399999999986
22885-2,2023-05-17 22:00:00,0,605.01,-123.64999999999999,0,0.0,999,182.67000000000024
22885-1,2022-01-23 23:00:00,0,0.0,-41.16,0,0.0,999,190.28000000000014
22900-1,2023-08-13 22:00:00,0,167.0,-120.0,0,0.0,999,-463.1499999999991
22902-5,2023-05-07 22:00:00,0,0.0,0.0,0,0.0,999,14.0
22902-4,2022-02-07 23:00:00,0,860.0,-18.0,0,0.0,999,2.0
22902-3,2020-01-05 23:00:00,0,0.0,0.0,0,0.0,999,14.0
22902-2,2019-07-24 22:00:00,0,215.0,-208.01,0,0.0,999,5.810000000000045
22902-1,2018-05-29 22:00:00,0,4447.55,-5572.26,0,0.0,999,3931.76
22903-5,2023-07-02 22:00:00,0,60.0,-80.0,0,0.0,999,1294.85
22903-4,2021-12-19 23:00:00,0,0.0,0.0,0,0.0,999,1735.85
22903-1,2018-06-10 22:00:00,0,0.0,-1088.0,0,0.0,999,479.5
22922-1,2023-12-29 23:00:00,0,3200.0,-1606.77,0,0.0,999,4140.200000000001
22962-1,2024-03-03 23:00:00,0,42888.350000000006,-39633.06,0,0.0,999,-7011.079999999999
22967-2,2023-11-07 23:00:00,0,20112.52,-18063.41,0,0.0,999,-17955.069999999996
22967-1,2022-08-12 22:00:00,0,19740.379999999997,-17315.219999999998,0,0.0,999,-33276.340000000004
22971-1,2022-12-04 23:00:00,0,1947.9,-1904.9499999999998,0,0.0,999,387.3200000000002
22972-1,2022-12-12 23:00:00,1,8043.639999999999,-7455.09,2,85.58,24,-1647.8199999999995
22980-1,2022-12-04 23:00:00,0,2583.5699999999997,-2016.68,0,0.0,999,-1725.6699999999996
22995-1,2022-12-13 23:00:00,0,33429.37000000001,-28387.47,0,0.0,999,-8328.959999999997
22996-1,2022-12-13 23:00:00,0,8854.71,-8313.19,0,0.0,999,-1169.640000000001
22997-1,2022-12-11 23:00:00,0,9181.050000000001,-9066.66,0,0.0,999,-507.3399999999991
23011-1,2022-12-13 23:00:00,0,2206.65,-2532.5,0,0.0,999,-786.6899999999985
